first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,third_1,third_2,third_3,third_4,third_5,third_6,state,partyID,partyID_4_TEXT,relig,relig_10_TEXT,religiosity,educ
"kind,strong,great,happy","decent,confident,truthful,moral","irresponsible,unfair,dishonest,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,urban","collectivist,cooperative,modern,purpose-driven","strong,sensible,great,wise","important,confident,respectful,moral","irresponsible,disgusting,unfair,selfish","ignorant,irrational,dangerous,poor","competitive,traditional,urban,profit-driven","collectivist,pragmatic,cooperative,purpose-driven","strong,encouraging,great,sincere","healthy,important,confident,consistent","disgusting,stupid,destructive,selfish","ignorant,dangerous,hateful,awful","artistic,competitive,concrete,profit-driven","collectivist,modern,abstract,rural","strong,great,sincere,happy","healthy,decent,respectful,moral","irresponsible,unfair,dishonest,selfish","irrational,dangerous,hateful,unjust","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Texas,Republican,,Agnostic (not sure if God exists),,Not at all1,Some college or Associate's degree
"strong,encouraging,great,wise","important,decent,respectful,moral","unacceptable,irresponsible,disgusting,stupid","ignorant,dangerous,poor,foolish","individualistic,artistic,competitive,traditional","cooperative,modern,rural,purpose-driven","kind,strong,great,wise","important,decent,respectful,moral","unacceptable,irresponsible,unfair,destructive","irrational,dangerous,unjust,foolish","individualistic,artistic,competitive,traditional","cooperative,modern,rural,purpose-driven","encouraging,sensible,wise,happy","healthy,decent,truthful,moral","disgusting,stupid,destructive,selfish","ignorant,hateful,unjust,awful","artistic,competitive,young,urban","collectivist,pragmatic,abstract,old","kind,encouraging,great,happy","important,decent,confident,respectful","unacceptable,unfair,dishonest,destructive","ignorant,irrational,poor,foolish","individualistic,artistic,competitive,traditional","cooperative,modern,rural,purpose-driven",California,Republican,,Mormonism,,,Some college or Associate's degree
"kind,strong,sensible,great","respectful,consistent,truthful,moral","unacceptable,irresponsible,dishonest,destructive","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,sensible,great,wise","healthy,important,confident,respectful","unacceptable,irresponsible,stupid,destructive","ignorant,dangerous,poor,foolish","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,sensible,wise,sincere","decent,respectful,truthful,moral","unacceptable,irresponsible,dishonest,destructive","ignorant,irrational,dangerous,unjust","competitive,young,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,wise","respectful,consistent,truthful,moral","unacceptable,irresponsible,dishonest,destructive","irrational,dangerous,hateful,unjust","competitive,traditional,concrete,profit-driven","pragmatic,abstract,old,purpose-driven",Pennsylvania,Democrat,,Judaism,,5,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,encouraging,sensible,sincere","important,confident,truthful,moral","unacceptable,stupid,unfair,selfish","irrational,unjust,poor,foolish","competitive,traditional,concrete,profit-driven","collectivist,abstract,old,rural","kind,strong,great,happy","important,confident,respectful,consistent","unacceptable,disgusting,destructive,selfish","ignorant,dangerous,foolish,awful","individualistic,traditional,concrete,profit-driven","pragmatic,cooperative,rural,purpose-driven","kind,strong,encouraging,great","important,decent,confident,respectful","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,poor","individualistic,competitive,urban,profit-driven","collectivist,modern,abstract,purpose-driven","kind,strong,great,sincere","important,decent,confident,respectful","unacceptable,irresponsible,unfair,selfish","ignorant,unjust,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Ohio,Democrat,,Atheists (do not believe God exists),,Not at all1,Some college or Associate's degree
"strong,encouraging,sensible,great","important,confident,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","important,decent,confident,moral","irresponsible,unfair,dishonest,selfish","ignorant,dangerous,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,modern,rural,purpose-driven","strong,encouraging,great,sincere","important,confident,respectful,consistent","irresponsible,unfair,dishonest,selfish","ignorant,dangerous,hateful,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,sensible,great,happy","important,decent,confident,moral","irresponsible,stupid,dishonest,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Connecticut,Democrat,,Judaism,,3,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"kind,strong,great,happy","important,decent,confident,respectful","irresponsible,unfair,dishonest,selfish","ignorant,unjust,poor,foolish","individualistic,competitive,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","important,decent,confident,respectful","irresponsible,dishonest,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,encouraging,sincere,happy","healthy,decent,confident,moral","irresponsible,unfair,dishonest,selfish","ignorant,hateful,unjust,awful","individualistic,competitive,concrete,profit-driven","collectivist,cooperative,modern,abstract","kind,strong,sincere,happy","healthy,important,decent,consistent","irresponsible,unfair,dishonest,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",North Carolina,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,2,Bachelor's degree
"kind,encouraging,sincere,happy","decent,confident,respectful,consistent","irresponsible,dishonest,destructive,selfish","dangerous,hateful,unjust,poor","competitive,traditional,concrete,profit-driven","abstract,old,rural,purpose-driven","strong,great,wise,happy","important,decent,truthful,moral","unacceptable,irresponsible,disgusting,stupid","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,urban","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,sincere","decent,respectful,truthful,moral","irresponsible,dishonest,destructive,selfish","ignorant,irrational,poor,foolish","individualistic,artistic,young,urban","pragmatic,cooperative,modern,purpose-driven","strong,great,wise,sincere","important,decent,truthful,moral","unacceptable,disgusting,dishonest,selfish","ignorant,irrational,dangerous,foolish","individualistic,artistic,young,urban","pragmatic,cooperative,modern,purpose-driven",Illinois,Independent,,Judaism,,6,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"kind,encouraging,sincere,happy","important,respectful,consistent,moral","unfair,dishonest,destructive,selfish","ignorant,dangerous,unjust,foolish","individualistic,traditional,young,profit-driven","collectivist,pragmatic,cooperative,abstract","encouraging,sensible,wise,happy","important,confident,consistent,moral","unacceptable,stupid,dishonest,destructive","dangerous,hateful,poor,awful","artistic,competitive,traditional,young","pragmatic,abstract,old,purpose-driven","kind,encouraging,sensible,happy","confident,respectful,consistent,truthful","unacceptable,disgusting,stupid,destructive","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,urban","collectivist,old,rural,purpose-driven","encouraging,sensible,wise,happy","important,decent,respectful,consistent","unacceptable,irresponsible,stupid,selfish","dangerous,hateful,unjust,awful","individualistic,young,urban,profit-driven","collectivist,pragmatic,old,rural",Wisconsin,Republican,,Christian Orthodox,,6,Bachelor's degree
"encouraging,sensible,wise,happy","healthy,important,confident,moral","unfair,dishonest,destructive,selfish","irrational,dangerous,hateful,unjust","artistic,competitive,traditional,profit-driven","cooperative,modern,abstract,old","strong,sensible,great,wise","healthy,important,confident,respectful","disgusting,stupid,dishonest,destructive","ignorant,dangerous,poor,foolish","competitive,traditional,concrete,profit-driven","cooperative,abstract,rural,purpose-driven","kind,strong,sensible,wise","healthy,important,decent,truthful","disgusting,stupid,destructive,selfish","dangerous,hateful,foolish,awful","individualistic,artistic,young,urban","modern,abstract,old,rural","encouraging,great,wise,happy","important,confident,consistent,moral","irresponsible,stupid,dishonest,destructive","ignorant,dangerous,unjust,poor","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven",Connecticut,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,High school diploma or GED
"strong,encouraging,sensible,wise","healthy,important,confident,consistent","irresponsible,unfair,destructive,selfish","ignorant,dangerous,hateful,foolish","individualistic,competitive,traditional,profit-driven","abstract,old,rural,purpose-driven","strong,encouraging,sensible,great","important,consistent,truthful,moral","irresponsible,unfair,destructive,selfish","ignorant,hateful,unjust,poor","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,encouraging,great","important,decent,respectful,moral","irresponsible,stupid,unfair,selfish","ignorant,hateful,unjust,poor","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,cooperative,purpose-driven","encouraging,sensible,sincere,happy","healthy,important,confident,moral","irresponsible,unfair,destructive,selfish","ignorant,unjust,poor,foolish","individualistic,traditional,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven",New York,Democrat,,Other (please specify),Irreligion,Not at all1,Some college or Associate's degree
"strong,encouraging,great,happy","healthy,important,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,dangerous,unjust","individualistic,competitive,concrete,profit-driven","pragmatic,modern,abstract,purpose-driven","kind,strong,encouraging,sincere","healthy,important,decent,moral","irresponsible,dishonest,destructive,selfish","irrational,hateful,poor,awful","individualistic,competitive,traditional,concrete","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,sensible,great","important,confident,respectful,truthful","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,young","collectivist,modern,abstract,purpose-driven","strong,sensible,wise,sincere","important,confident,consistent,truthful","unacceptable,irresponsible,unfair,selfish","irrational,dangerous,unjust,foolish","artistic,concrete,young,urban","cooperative,modern,abstract,purpose-driven",Michigan,Democrat,,Catholicism (including Roman Catholic),,2,Some college or Associate's degree
"kind,strong,sensible,great","important,decent,confident,respectful","unacceptable,unfair,destructive,selfish","ignorant,irrational,dangerous,unjust","individualistic,artistic,competitive,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,sensible,great","important,decent,confident,moral","irresponsible,unfair,destructive,selfish","ignorant,irrational,poor,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,modern,rural,purpose-driven","kind,strong,great,happy","important,decent,confident,moral","irresponsible,unfair,dishonest,selfish","irrational,dangerous,hateful,unjust","individualistic,young,urban,profit-driven","collectivist,cooperative,modern,abstract","strong,encouraging,great,wise","decent,consistent,truthful,moral","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,awful","individualistic,competitive,traditional,profit-driven","pragmatic,modern,rural,purpose-driven",Missouri,Republican,,Agnostic (not sure if God exists),,Not at all1,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,great,wise,happy","healthy,important,decent,confident","irresponsible,stupid,dishonest,destructive","ignorant,irrational,dangerous,unjust","competitive,traditional,concrete,profit-driven","collectivist,modern,old,rural","strong,sensible,great,happy","decent,confident,truthful,moral","unacceptable,irresponsible,stupid,unfair","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,old,rural","strong,sensible,great,wise","important,decent,confident,consistent","unacceptable,disgusting,unfair,destructive","ignorant,hateful,unjust,foolish","artistic,young,urban,profit-driven","collectivist,pragmatic,cooperative,modern","strong,sensible,great,happy","healthy,important,decent,confident","irresponsible,stupid,dishonest,selfish","ignorant,dangerous,unjust,foolish","competitive,young,urban,profit-driven","pragmatic,modern,rural,purpose-driven",Illinois,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,6,Some college or Associate's degree
"strong,sensible,sincere,happy","important,decent,confident,respectful","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,competitive,concrete,profit-driven","cooperative,modern,rural,purpose-driven","strong,great,wise,happy","healthy,important,confident,respectful","unacceptable,irresponsible,disgusting,unfair","irrational,dangerous,poor,foolish","individualistic,traditional,young,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,sensible,sincere,happy","important,decent,confident,respectful","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,competitive,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,sensible,great,sincere","important,decent,confident,consistent","irresponsible,stupid,destructive,selfish","ignorant,hateful,foolish,awful","individualistic,artistic,competitive,profit-driven","collectivist,pragmatic,cooperative,purpose-driven",New Jersey,Democrat,,Agnostic (not sure if God exists),,Not at all1,Bachelor's degree
"kind,strong,great,happy","important,decent,confident,moral","irresponsible,unfair,dishonest,selfish","hateful,unjust,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,rural,purpose-driven","strong,sensible,great,happy","decent,confident,respectful,moral","unacceptable,irresponsible,disgusting,stupid","irrational,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,old,rural,purpose-driven","kind,encouraging,sensible,sincere","healthy,important,decent,truthful","irresponsible,unfair,dishonest,selfish","hateful,unjust,poor,foolish","individualistic,artistic,young,urban","collectivist,cooperative,modern,purpose-driven","kind,strong,great,wise","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","dangerous,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,old,purpose-driven",California,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Extremely7,Bachelor's degree
"strong,encouraging,sensible,great","important,confident,respectful,truthful","unfair,dishonest,destructive,selfish","irrational,dangerous,hateful,unjust","competitive,traditional,young,urban","pragmatic,cooperative,modern,old","strong,encouraging,sensible,wise","confident,consistent,truthful,moral","unacceptable,irresponsible,disgusting,stupid","dangerous,poor,foolish,awful","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,abstract,purpose-driven","kind,encouraging,wise,happy","healthy,important,decent,respectful","unacceptable,disgusting,unfair,destructive","ignorant,unjust,poor,awful","artistic,competitive,concrete,profit-driven","cooperative,modern,old,purpose-driven","strong,encouraging,great,happy","important,confident,respectful,consistent","unacceptable,unfair,destructive,selfish","irrational,dangerous,hateful,unjust","competitive,concrete,urban,profit-driven","modern,old,rural,purpose-driven",California,Democrat,,Catholicism (including Roman Catholic),,2,Some college or Associate's degree
"strong,great,wise,sincere","healthy,important,consistent,moral","irresponsible,unfair,dishonest,selfish","irrational,dangerous,unjust,foolish","competitive,traditional,young,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,great,wise,happy","important,respectful,truthful,moral","irresponsible,dishonest,destructive,selfish","dangerous,hateful,poor,foolish","competitive,traditional,young,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,great,wise,sincere","healthy,important,respectful,moral","irresponsible,unfair,dishonest,selfish","dangerous,hateful,unjust,poor","competitive,traditional,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,great,wise,happy","important,confident,respectful,moral","irresponsible,unfair,dishonest,selfish","irrational,dangerous,unjust,foolish","competitive,traditional,young,profit-driven","collectivist,cooperative,modern,purpose-driven",Iowa,Democrat,,Catholicism (including Roman Catholic),,2,Some college or Associate's degree
"strong,great,wise,sincere","important,decent,confident,respectful","unacceptable,irresponsible,dishonest,selfish","ignorant,dangerous,hateful,unjust","individualistic,competitive,young,profit-driven","cooperative,modern,abstract,purpose-driven","strong,encouraging,great,wise","important,confident,respectful,consistent","unacceptable,irresponsible,stupid,unfair","ignorant,unjust,poor,foolish","artistic,competitive,young,profit-driven","collectivist,abstract,rural,purpose-driven","strong,encouraging,sensible,wise","decent,respectful,truthful,moral","unacceptable,unfair,dishonest,selfish","ignorant,irrational,poor,foolish","individualistic,artistic,concrete,young","cooperative,modern,abstract,purpose-driven","strong,encouraging,great,wise","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,dangerous,unjust","individualistic,competitive,young,profit-driven","pragmatic,modern,abstract,purpose-driven",Ohio,Democrat,,Catholicism (including Roman Catholic),,5,Some college or Associate's degree
"kind,strong,great,happy","healthy,important,decent,consistent","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,unjust","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,great,wise,sincere","healthy,decent,respectful,moral","irresponsible,unfair,destructive,selfish","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,sincere,happy","healthy,important,respectful,consistent","irresponsible,unfair,destructive,selfish","ignorant,dangerous,hateful,unjust","individualistic,competitive,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,great,wise,happy","decent,respectful,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",South Carolina,Independent,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,4,Some college or Associate's degree
"strong,sensible,great,happy","healthy,important,decent,confident","irresponsible,unfair,destructive,selfish","irrational,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,sensible,great,wise","important,confident,truthful,moral","unacceptable,irresponsible,stupid,dishonest","ignorant,irrational,dangerous,awful","competitive,traditional,urban,profit-driven","collectivist,pragmatic,old,purpose-driven","kind,strong,sensible,happy","healthy,decent,confident,truthful","stupid,dishonest,destructive,selfish","ignorant,hateful,poor,awful","individualistic,competitive,young,profit-driven","collectivist,modern,abstract,purpose-driven","strong,great,wise,happy","healthy,important,decent,confident","irresponsible,unfair,destructive,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,old,purpose-driven",Maine,Democrat,,Agnostic (not sure if God exists),,Not at all1,Bachelor's degree
"strong,great,sincere,happy","decent,confident,respectful,moral","irresponsible,unfair,dishonest,selfish","irrational,unjust,poor,foolish","individualistic,competitive,traditional,profit-driven","cooperative,modern,rural,purpose-driven","strong,sensible,great,happy","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,cooperative,abstract,purpose-driven","kind,sensible,sincere,happy","healthy,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,dangerous,unjust","artistic,competitive,traditional,profit-driven","pragmatic,abstract,old,purpose-driven","kind,strong,great,happy","important,confident,respectful,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","artistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven",Ohio,Republican,,Other Christianity (including non-denominational),,Extremely7,High school diploma or GED
"strong,encouraging,sensible,great","decent,confident,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,hateful,unjust,foolish","competitive,traditional,concrete,profit-driven","cooperative,modern,old,purpose-driven","strong,encouraging,sensible,great","healthy,important,respectful,consistent","irresponsible,stupid,unfair,selfish","ignorant,dangerous,unjust,foolish","artistic,concrete,young,profit-driven","cooperative,modern,rural,purpose-driven","strong,encouraging,sensible,great","important,decent,respectful,truthful","unacceptable,irresponsible,dishonest,destructive","ignorant,dangerous,hateful,foolish","artistic,traditional,concrete,urban","pragmatic,modern,rural,purpose-driven","sensible,great,wise,sincere","important,decent,respectful,consistent","unacceptable,irresponsible,unfair,dishonest","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","cooperative,abstract,rural,purpose-driven",Michigan,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,6,Some college or Associate's degree
"kind,strong,encouraging,wise","important,decent,respectful,moral","unfair,dishonest,destructive,selfish","dangerous,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,great,wise","decent,respectful,truthful,moral","unacceptable,irresponsible,dishonest,destructive","ignorant,dangerous,hateful,awful","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,strong,encouraging,wise","important,decent,respectful,moral","unacceptable,unfair,dishonest,destructive","irrational,dangerous,hateful,unjust","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,strong,encouraging,wise","important,decent,confident,moral","unacceptable,unfair,dishonest,destructive","irrational,dangerous,hateful,unjust","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven",Ohio,Democrat,,Christian Orthodox,,6,Bachelor's degree
"strong,encouraging,wise,sincere","important,decent,confident,moral","unacceptable,unfair,dishonest,selfish","irrational,dangerous,unjust,foolish","competitive,traditional,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,great,wise,sincere","important,decent,respectful,moral","unacceptable,disgusting,unfair,destructive","ignorant,irrational,dangerous,unjust","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,old,purpose-driven","kind,strong,great,wise","important,decent,confident,moral","unacceptable,unfair,dishonest,selfish","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,great,wise","important,decent,confident,moral","unacceptable,irresponsible,unfair,destructive","ignorant,irrational,unjust,foolish","competitive,traditional,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven",New York,Democrat,,Catholicism (including Roman Catholic),,2,Bachelor's degree
"kind,strong,great,sincere","confident,respectful,consistent,truthful","unfair,dishonest,destructive,selfish","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,profit-driven","cooperative,modern,old,purpose-driven","kind,strong,sensible,wise","decent,confident,consistent,moral","irresponsible,unfair,dishonest,destructive","dangerous,unjust,poor,awful","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","encouraging,great,wise,sincere","important,decent,confident,respectful","unacceptable,irresponsible,unfair,selfish","irrational,unjust,poor,foolish","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,abstract,old","strong,sensible,great,wise","confident,respectful,truthful,moral","unacceptable,unfair,dishonest,destructive","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,concrete","collectivist,cooperative,modern,purpose-driven",Alabama,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,6,Bachelor's degree
"strong,encouraging,sensible,happy","important,decent,confident,consistent","irresponsible,stupid,unfair,selfish","ignorant,irrational,unjust,poor","individualistic,competitive,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,wise","important,respectful,truthful,moral","irresponsible,disgusting,destructive,selfish","ignorant,irrational,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,old,rural,purpose-driven","kind,encouraging,wise,sincere","healthy,decent,confident,respectful","irresponsible,dishonest,destructive,selfish","ignorant,irrational,unjust,foolish","individualistic,artistic,competitive,young","collectivist,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","decent,confident,truthful,moral","irresponsible,unfair,dishonest,selfish","ignorant,unjust,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Massachusetts,Democrat,,Other (please specify),spiritual but not religious,Not at all1,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,encouraging,great,happy","healthy,important,confident,consistent","irresponsible,unfair,destructive,selfish","ignorant,hateful,unjust,poor","individualistic,competitive,young,profit-driven","cooperative,modern,old,purpose-driven","strong,sensible,great,wise","important,decent,respectful,truthful","irresponsible,stupid,dishonest,selfish","ignorant,dangerous,poor,foolish","competitive,traditional,concrete,urban","cooperative,old,rural,purpose-driven","kind,strong,encouraging,happy","healthy,important,confident,truthful","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,competitive,concrete,profit-driven","collectivist,pragmatic,cooperative,purpose-driven","kind,encouraging,wise,happy","healthy,important,confident,moral","irresponsible,stupid,destructive,selfish","irrational,dangerous,unjust,foolish","artistic,competitive,concrete,profit-driven","cooperative,old,rural,purpose-driven",California,Independent,,Catholicism (including Roman Catholic),,Not at all1,Some college or Associate's degree
"strong,sensible,great,happy","important,decent,confident,consistent","irresponsible,unfair,destructive,selfish","irrational,dangerous,unjust,foolish","competitive,traditional,concrete,profit-driven","pragmatic,old,rural,purpose-driven","strong,sensible,great,wise","important,decent,confident,truthful","disgusting,stupid,dishonest,selfish","irrational,dangerous,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,purpose-driven","kind,encouraging,sensible,sincere","important,decent,confident,respectful","unacceptable,irresponsible,unfair,selfish","dangerous,hateful,unjust,poor","individualistic,artistic,young,urban","pragmatic,modern,abstract,purpose-driven","strong,encouraging,sensible,wise","important,confident,consistent,truthful","irresponsible,stupid,unfair,destructive","ignorant,dangerous,hateful,poor","individualistic,competitive,young,urban","cooperative,modern,abstract,purpose-driven",Indiana,Republican,,Agnostic (not sure if God exists),,Not at all1,Some college or Associate's degree
"strong,sensible,great,happy","important,decent,confident,consistent","unacceptable,stupid,dishonest,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,urban,profit-driven","collectivist,pragmatic,modern,abstract","strong,great,wise,sincere","important,decent,respectful,consistent","unacceptable,irresponsible,stupid,dishonest","ignorant,irrational,dangerous,poor","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,rural","strong,encouraging,sensible,great","healthy,important,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,hateful,unjust,foolish","artistic,young,urban,profit-driven","pragmatic,cooperative,modern,abstract","kind,strong,great,happy","healthy,important,respectful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,unjust,poor,foolish","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,old,purpose-driven",Texas,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,2,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,encouraging,great,happy","healthy,important,confident,truthful","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,modern,abstract,purpose-driven","kind,strong,great,happy","healthy,important,confident,consistent","disgusting,dishonest,destructive,selfish","irrational,dangerous,unjust,awful","artistic,competitive,concrete,profit-driven","collectivist,pragmatic,modern,abstract","kind,strong,sincere,happy","healthy,important,confident,consistent","disgusting,unfair,destructive,selfish","irrational,hateful,unjust,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,old,purpose-driven","strong,encouraging,great,happy","healthy,important,confident,consistent","irresponsible,disgusting,destructive,selfish","ignorant,irrational,hateful,unjust","individualistic,artistic,competitive,young","collectivist,pragmatic,cooperative,modern",Florida,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Extremely7,Some college or Associate's degree
"strong,encouraging,great,wise","important,confident,respectful,consistent","irresponsible,unfair,destructive,selfish","hateful,unjust,foolish,awful","artistic,competitive,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,great,wise","important,decent,confident,truthful","disgusting,unfair,destructive,selfish","ignorant,irrational,hateful,poor","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,abstract,purpose-driven","kind,strong,great,happy","healthy,respectful,consistent,truthful","unfair,dishonest,destructive,selfish","irrational,unjust,poor,foolish","individualistic,artistic,concrete,urban","pragmatic,cooperative,modern,purpose-driven","strong,wise,sincere,happy","healthy,confident,respectful,truthful","unacceptable,disgusting,dishonest,destructive","dangerous,unjust,poor,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,cooperative,modern,purpose-driven",New York,Democrat,,Catholicism (including Roman Catholic),,Extremely7,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
